K,alpha,beta,nu,max_L,p(D|K),n_comp,new p(D|K)
3,0.001,0.1,10,-421.456,-419.664,2,-419.6642405
3,0.001,0.1,10.5,-421.512,-419.72,2,-419.7202405
3,0.001,0.1,11,-421.62,-419.828,2,-419.8282405
3,0.001,0.15,1.5,-436.701,-434.909,2,-434.9092405
3,0.001,0.15,2,-433.513,-431.721,2,-431.7212405
3,0.001,0.15,2.5,-431.223,-429.432,2,-429.4312405
3,0.001,0.15,3,-429.414,-427.622,2,-427.6222405
3,0.001,0.15,3.5,-427.927,-426.136,2,-426.1352405
3,0.001,0.15,4,-426.685,-424.893,2,-424.8932405
3,0.001,0.15,4.5,-425.637,-423.845,2,-423.8452405
3,0.001,0.15,5,-424.751,-422.96,2,-422.9592405
3,0.001,0.15,5.5,-424.004,-422.212,2,-422.2122405
3,0.001,0.15,6,-423.378,-421.586,2,-421.5862405
3,0.001,0.15,6.5,-422.858,-421.066,2,-421.0662405
3,0.001,0.15,7,-422.435,-420.643,2,-420.6432405
3,0.001,0.15,7.5,-422.098,-420.306,2,-420.3062405
3,0.001,0.15,8,-421.841,-420.049,2,-420.0492405
3,0.001,0.15,8.5,-421.657,-419.865,2,-419.8652405
3,0.001,0.15,9,-421.54,-419.748,2,-419.7482405
3,0.001,0.15,9.5,-421.486,-419.695,2,-419.6942405
3,0.001,0.15,10,-421.491,-419.699,2,-419.6992405
3,0.001,0.15,10.5,-421.551,-419.759,2,-419.7592405
3,0.001,0.15,11,-421.663,-419.871,2,-419.8712405
3,0.001,0.2,1.5,-436.896,-435.104,2,-435.1042405
3,0.001,0.2,2,-433.711,-431.92,2,-431.9192405
3,0.001,0.2,2.5,-431.426,-429.634,2,-429.6342405
3,0.001,0.2,3,-429.62,-427.828,2,-427.8282405
3,0.001,0.2,3.5,-428.138,-426.346,2,-426.3462405
3,0.001,0.2,4,-426.899,-425.107,2,-425.1072405
3,0.001,0.2,4.5,-425.855,-424.063,2,-424.0632405
3,0.001,0.2,5,-424.973,-423.181,2,-423.1812405
3,0.001,0.2,5.5,-431.7,-429.908,3,-429.9082405
3,0.001,0.2,6,-423.607,-421.815,2,-421.8152405
3,0.001,0.2,6.5,-423.091,-421.299,2,-421.2992405
3,0.001,0.2,7,-422.671,-420.879,2,-420.8792405
3,0.001,0.2,7.5,-422.338,-420.547,2,-420.5462405
3,0.001,0.2,8,-422.085,-420.293,2,-420.2932405
3,0.001,0.2,8.5,-421.905,-420.113,2,-420.1132405
3,0.001,0.2,9,-421.792,-420,2,-420.0002405
3,0.001,0.2,9.5,-421.742,-419.95,2,-419.9502405
3,0.001,0.2,10,-421.75,-419.959,2,-419.9582405
3,0.001,0.2,10.5,-421.814,-420.022,2,-420.0222405
3,0.001,0.2,11,-421.93,-420.138,2,-420.1382405
3,0.001,0.25,1.5,-437.209,-435.418,2,-435.4172405
3,0.001,0.25,2,-434.029,-432.237,2,-432.2372405
3,0.001,0.25,2.5,-431.747,-429.955,2,-429.9552405
3,0.001,0.25,3,-429.945,-428.153,2,-428.1532405
3,0.001,0.25,3.5,-428.466,-426.674,2,-426.6742405
3,0.001,0.25,4,-427.231,-425.439,2,-425.4392405
3,0.001,0.25,4.5,-426.191,-424.399,2,-424.3992405
3,0.001,0.25,5,-425.313,-423.521,2,-423.5212405
3,0.001,0.25,5.5,-432.047,-430.255,3,-430.2552405
3,0.001,0.25,6,-423.954,-422.162,2,-422.1622405
3,0.001,0.25,6.5,-423.442,-421.65,2,-421.6502405
3,0.001,0.25,7,-423.026,-421.234,2,-421.2342405
3,0.001,0.25,7.5,-422.697,-420.905,2,-420.9052405
3,0.001,0.25,8,-422.447,-420.655,2,-420.6552405
3,0.001,0.25,8.5,-422.27,-420.479,2,-420.4782405
3,0.001,0.25,9,-422.161,-420.37,2,-420.3692405
3,0.001,0.25,9.5,-422.115,-420.323,2,-420.3232405
3,0.001,0.25,10,-422.128,-420.336,2,-420.3362405
3,0.001,0.25,10.5,-422.195,-420.403,2,-420.4032405
3,0.001,0.25,11,-422.314,-420.522,2,-420.5222405
3,0.001,0.3,1.5,-437.595,-435.803,2,-435.8032405
3,0.001,0.3,2,-434.418,-432.626,2,-432.6262405
3,0.001,0.3,2.5,-432.14,-430.348,2,-430.3482405
3,0.001,0.3,3,-430.341,-428.549,2,-428.5492405
3,0.001,0.3,3.5,-428.866,-427.075,2,-427.0742405
3,0.001,0.3,4,-427.635,-425.843,2,-425.8432405
3,0.001,0.3,4.5,-426.598,-424.807,2,-424.8062405
3,0.001,0.3,5,-425.724,-423.932,2,-423.9322405
3,0.001,0.3,5.5,-424.988,-423.196,2,-423.1962405
3,0.001,0.3,6,-424.372,-422.581,2,-422.5802405
3,0.001,0.3,6.5,-423.864,-422.072,2,-422.0722405
3,0.001,0.3,7,-423.452,-421.66,2,-421.6602405
3,0.001,0.3,7.5,-423.126,-421.335,2,-421.3342405
3,0.001,0.3,8,-422.88,-421.089,2,-421.0882405
3,0.001,0.3,8.5,-422.707,-420.916,2,-420.9152405
3,0.001,0.3,9,-422.602,-420.81,2,-420.8102405
3,0.001,0.3,9.5,-422.559,-420.768,2,-420.7672405
3,0.001,0.3,10,-422.575,-420.784,2,-420.7832405
3,0.001,0.3,10.5,-427.886,-426.095,3,-426.0942405
3,0.001,0.3,11,-422.769,-420.978,2,-420.9772405
3,0.001,0.35,1.5,-438.027,-436.235,2,-436.2352405
3,0.001,0.35,2,-434.853,-433.061,2,-433.0612405
3,0.001,0.35,2.5,-432.579,-430.787,2,-430.7872405
3,0.001,0.35,3,-430.784,-428.992,2,-428.9922405
3,0.001,0.35,3.5,-429.313,-427.521,2,-427.5212405
3,0.001,0.35,4,-428.085,-426.293,2,-426.2932405
3,0.001,0.35,4.5,-427.052,-425.26,2,-425.2602405
3,0.001,0.35,5,-426.181,-424.389,2,-424.3892405
3,0.001,0.35,5.5,-425.449,-423.657,2,-423.6572405
3,0.001,0.35,6,-424.837,-423.045,2,-423.0452405
3,0.001,0.35,6.5,-424.332,-422.541,2,-422.5402405
3,0.001,0.35,7,-423.924,-422.132,2,-422.1322405
3,0.001,0.35,7.5,-423.602,-421.81,2,-421.8102405
3,0.001,0.35,8,-423.359,-421.568,2,-421.5672405
3,0.001,0.35,8.5,-423.19,-421.398,2,-421.3982405
3,0.001,0.35,9,-423.088,-421.296,2,-421.2962405
3,0.001,0.35,9.5,-423.049,-421.257,2,-421.2572405
3,0.001,0.35,10,-423.069,-421.277,2,-421.2772405
3,0.001,0.35,10.5,-428.365,-426.573,3,-426.5732405
3,0.001,0.35,11,-423.27,-421.478,2,-421.4782405
3,0.001,0.4,1.5,-438.49,-436.698,2,-436.6982405
3,0.001,0.4,2,-435.32,-433.529,2,-433.5282405
3,0.001,0.4,2.5,-433.05,-431.258,2,-431.2582405
3,0.001,0.4,3,-431.258,-429.467,2,-429.4662405
3,0.001,0.4,3.5,-429.791,-427.999,2,-427.9992405
3,0.001,0.4,4,-428.567,-426.775,2,-426.7752405
3,0.001,0.4,4.5,-427.537,-425.745,2,-425.7452405
3,0.001,0.4,5,-426.67,-424.878,2,-424.8782405
3,0.001,0.4,5.5,-425.941,-424.149,2,-424.1492405
3,0.001,0.4,6,-425.333,-423.541,2,-423.5412405
3,0.001,0.4,6.5,-424.832,-423.04,2,-423.0402405
3,0.001,0.4,7,-424.427,-422.635,2,-422.6352405
3,0.001,0.4,7.5,-424.108,-422.317,2,-422.3162405
3,0.001,0.4,8,-423.87,-422.078,2,-422.0782405
3,0.001,0.4,8.5,-423.704,-421.912,2,-421.9122405
3,0.001,0.4,9,-423.606,-421.814,2,-421.8142405
3,0.001,0.4,9.5,-423.57,-421.778,2,-421.7782405
3,0.001,0.4,10,-423.594,-421.802,2,-421.8022405
3,0.001,0.4,10.5,-428.889,-427.097,3,-427.0972405
3,0.001,0.4,11,-423.802,-422.01,2,-422.0102405
3,0.001,0.45,1.5,-438.976,-437.184,2,-437.1842405
3,0.001,0.45,2,-435.81,-434.018,2,-434.0182405
3,0.001,0.45,2.5,-433.543,-431.751,2,-431.7512405
3,0.001,0.45,3,-431.755,-429.963,2,-429.9632405
3,0.001,0.45,3.5,-430.291,-428.499,2,-428.4992405
3,0.001,0.45,4,-429.07,-427.278,2,-427.2782405
3,0.001,0.45,4.5,-428.044,-426.253,2,-426.2522405
3,0.001,0.45,5,-427.18,-425.389,2,-425.3882405
3,0.001,0.45,5.5,-426.455,-424.663,2,-424.6632405
3,0.001,0.45,6,-425.851,-424.059,2,-424.0592405
3,0.001,0.45,6.5,-425.353,-423.561,2,-423.5612405
3,0.001,0.45,7,-424.951,-423.16,2,-423.1592405
3,0.001,0.45,7.5,-424.637,-422.845,2,-422.8452405
3,0.001,0.45,8,-424.401,-422.61,2,-422.6092405
3,0.001,0.45,8.5,-424.239,-422.447,2,-422.4472405
3,0.001,0.45,9,-424.145,-422.353,2,-422.3532405
3,0.001,0.45,9.5,-424.113,-422.321,2,-422.3212405
3,0.001,0.45,10,-429.535,-427.743,3,-427.7432405
3,0.001,0.45,10.5,-424.221,-422.43,2,-422.4292405
3,0.001,0.45,11,-424.355,-422.563,2,-422.5632405
3,0.001,0.5,1.5,-439.477,-437.686,2,-437.6852405
3,0.001,0.5,2,-436.315,-434.523,2,-434.5232405
3,0.001,0.5,2.5,-434.051,-432.259,2,-432.2592405
3,0.001,0.5,3,-432.267,-430.475,2,-430.4752405
3,0.001,0.5,3.5,-430.806,-429.014,2,-429.0142405
3,0.001,0.5,4,-429.589,-427.797,2,-427.7972405
3,0.001,0.5,4.5,-428.567,-426.775,2,-426.7752405
3,0.001,0.5,5,-427.707,-425.915,2,-425.9152405
3,0.001,0.5,5.5,-426.985,-425.193,2,-425.1932405
3,0.001,0.5,6,-426.384,-424.592,2,-424.5922405
3,0.001,0.5,6.5,-425.89,-424.098,2,-424.0982405
3,0.001,0.5,7,-425.492,-423.7,2,-423.7002405
3,0.001,0.5,7.5,-425.18,-423.389,2,-423.3882405
3,0.001,0.5,8,-431.145,-429.353,3,-429.3532405
3,0.001,0.5,8.5,-424.79,-422.998,2,-422.9982405
3,0.001,0.5,9,-424.699,-422.907,2,-422.9072405
3,0.001,0.5,9.5,-424.67,-422.879,2,-422.8782405
3,0.001,0.5,10,-424.701,-422.909,2,-422.9092405
3,0.001,0.5,10.5,-424.786,-422.994,2,-422.9942405
3,0.001,0.5,11,-424.923,-423.131,2,-423.1312405
3,0.001,0.55,1.5,-439.99,-438.198,2,-438.1982405
3,0.001,0.55,2,-436.831,-435.039,2,-435.0392405
3,0.001,0.55,2.5,-434.571,-432.779,2,-432.7792405
3,0.001,0.55,3,-432.79,-430.998,2,-430.9982405
3,0.001,0.55,3.5,-431.333,-429.541,2,-429.5412405
3,0.001,0.55,4,-430.119,-428.328,2,-428.3272405
3,0.001,0.55,4.5,-429.101,-427.309,2,-427.3092405
3,0.001,0.55,5,-428.244,-426.452,2,-426.4522405
3,0.001,0.55,5.5,-427.525,-425.734,2,-425.7332405
3,0.001,0.55,6,-426.928,-425.136,2,-425.1362405
3,0.001,0.55,6.5,-426.437,-424.645,2,-424.6452405
3,0.001,0.55,7,-426.043,-424.251,2,-424.2512405
3,0.001,0.55,7.5,-425.735,-423.943,2,-423.9432405
3,0.001,0.55,8,-425.507,-423.715,2,-423.7152405
3,0.001,0.55,8.5,-425.351,-423.559,2,-423.5592405
3,0.001,0.55,9,-425.263,-423.472,2,-423.4712405
3,0.001,0.55,9.5,-425.239,-423.447,2,-423.4472405
3,0.001,0.55,10,-425.272,-423.481,2,-423.4802405
3,0.001,0.55,10.5,-425.361,-423.569,2,-423.5692405
3,0.001,0.55,11,-425.502,-423.71,2,-423.7102405
3,0.001,0.6,1.5,-440.511,-438.719,2,-438.7192405
3,0.001,0.6,2,-437.355,-435.564,2,-435.5632405
3,0.001,0.6,2.5,-435.099,-433.307,2,-433.3072405
3,0.001,0.6,3,-433.321,-431.529,2,-431.5292405
3,0.001,0.6,3.5,-431.867,-430.076,2,-430.0752405
3,0.001,0.6,4,-430.657,-428.866,2,-428.8652405
3,0.001,0.6,4.5,-429.642,-427.85,2,-427.8502405
3,0.001,0.6,5,-428.789,-426.997,2,-426.9972405
3,0.001,0.6,5.5,-428.074,-426.282,2,-426.2822405
3,0.001,0.6,6,-427.479,-425.688,2,-425.6872405
3,0.001,0.6,6.5,-426.992,-425.201,2,-425.2002405
3,0.001,0.6,7,-433.298,-431.506,3,-431.5062405
3,0.001,0.6,7.5,-426.297,-424.505,2,-424.5052405
3,0.001,0.6,8,-426.072,-424.28,2,-424.2802405
3,0.001,0.6,8.5,-425.92,-424.128,2,-424.1282405
3,0.001,0.6,9,-425.836,-424.044,2,-424.0442405
3,0.001,0.6,9.5,-425.814,-424.022,2,-424.0222405
3,0.001,0.6,10,-425.851,-424.06,2,-424.0592405
3,0.001,0.6,10.5,-425.944,-424.152,2,-424.1522405
3,0.001,0.6,11,-426.088,-424.296,2,-424.2962405
3,0.001,0.65,1.5,-441.037,-439.246,2,-439.2452405
3,0.001,0.65,2,-437.885,-436.093,2,-436.0932405
3,0.001,0.65,2.5,-435.632,-433.84,2,-433.8402405
3,0.001,0.65,3,-433.858,-432.066,2,-432.0662405
3,0.001,0.65,3.5,-432.407,-430.616,2,-430.6152405
3,0.001,0.65,4,-431.201,-429.409,2,-429.4092405
3,0.001,0.65,4.5,-430.189,-428.397,2,-428.3972405
3,0.001,0.65,5,-429.339,-427.547,2,-427.5472405
3,0.001,0.65,5.5,-428.627,-426.835,2,-426.8352405
3,0.001,0.65,6,-428.036,-426.245,2,-426.2442405
3,0.001,0.65,6.5,-427.553,-425.761,2,-425.7612405
3,0.001,0.65,7,-433.881,-432.089,3,-432.0892405
3,0.001,0.65,7.5,-426.864,-425.072,2,-425.0722405
3,0.001,0.65,8,-426.642,-424.851,2,-424.8502405
3,0.001,0.65,8.5,-426.494,-424.702,2,-424.7022405
3,0.001,0.65,9,-426.413,-424.621,2,-424.6212405
3,0.001,0.65,9.5,-426.395,-424.603,2,-424.6032405
3,0.001,0.65,10,-426.435,-424.644,2,-424.6432405
3,0.001,0.65,10.5,-426.531,-424.739,2,-424.7392405
3,0.001,0.65,11,-426.678,-424.887,2,-424.8862405
3,0.001,0.7,1.5,-441.567,-439.776,2,-439.7752405
3,0.001,0.7,2,-438.418,-436.627,2,-436.6262405
3,0.001,0.7,2.5,-436.169,-434.377,2,-434.3772405
3,0.001,0.7,3,-434.398,-432.606,2,-432.6062405
3,0.001,0.7,3.5,-432.951,-431.159,2,-431.1592405
3,0.001,0.7,4,-431.747,-429.956,2,-429.9552405
3,0.001,0.7,4.5,-430.739,-428.947,2,-428.9472405
3,0.001,0.7,5,-429.892,-428.1,2,-428.1002405
3,0.001,0.7,5.5,-429.184,-427.392,2,-427.3922405
3,0.001,0.7,6,-428.597,-426.805,2,-426.8052405
3,0.001,0.7,6.5,-428.116,-426.324,2,-426.3242405
3,0.001,0.7,7,-427.732,-425.94,2,-425.9402405
3,0.001,0.7,7.5,-427.434,-425.642,2,-425.6422405
3,0.001,0.7,8,-427.216,-425.424,2,-425.4242405
3,0.001,0.7,8.5,-427.071,-425.279,2,-425.2792405
3,0.001,0.7,9,-426.993,-425.201,2,-425.2012405
3,0.001,0.7,9.5,-426.978,-425.187,2,-425.1862405
3,0.001,0.7,10,-427.022,-425.231,2,-425.2302405
3,0.001,0.7,10.5,-427.121,-425.329,2,-425.3292405
3,0.001,0.7,11,-427.272,-425.48,2,-425.4802405
3,0.001,0.75,1.5,-442.1,-440.308,2,-440.3082405
3,0.001,0.75,2,-438.954,-437.162,2,-437.1622405
3,0.001,0.75,2.5,-436.707,-434.916,2,-434.9152405
3,0.001,0.75,3,-434.94,-433.148,2,-433.1482405
3,0.001,0.75,3.5,-433.496,-431.705,2,-431.7042405
3,0.001,0.75,4,-432.296,-430.505,2,-430.5042405
3,0.001,0.75,4.5,-431.291,-429.499,2,-429.4992405
3,0.001,0.75,5,-430.448,-428.656,2,-428.6562405
3,0.001,0.75,5.5,-429.743,-427.951,2,-427.9512405
3,0.001,0.75,6,-429.159,-427.367,2,-427.3672405
3,0.001,0.75,6.5,-435.689,-433.897,3,-433.8972405
3,0.001,0.75,7,-428.3,-426.509,2,-426.5082405
3,0.001,0.75,7.5,-428.006,-426.214,2,-426.2142405
3,0.001,0.75,8,-427.791,-426,2,-425.9992405
3,0.001,0.75,8.5,-427.649,-425.858,2,-425.8572405
3,0.001,0.75,9,-427.575,-425.783,2,-425.7832405
3,0.001,0.75,9.5,-433.272,-431.481,3,-431.4802405
3,0.001,0.75,10,-427.611,-425.819,2,-425.8192405
3,0.001,0.75,10.5,-427.713,-425.921,2,-425.9212405
3,0.001,0.75,11,-427.867,-426.075,2,-426.0752405
3,0.001,0.8,1.5,-442.633,-440.841,2,-440.8412405
3,0.001,0.8,2,-439.491,-437.699,2,-437.6992405
3,0.001,0.8,2.5,-437.247,-435.456,2,-435.4552405
3,0.001,0.8,3,-435.483,-433.691,2,-433.6912405
3,0.001,0.8,3.5,-434.043,-432.251,2,-432.2512405
3,0.001,0.8,4,-432.846,-431.054,2,-431.0542405
3,0.001,0.8,4.5,-431.844,-430.052,2,-430.0522405
3,0.001,0.8,5,-431.004,-429.212,2,-429.2122405
3,0.001,0.8,5.5,-430.302,-428.511,2,-428.5102405
3,0.001,0.8,6,-429.722,-427.93,2,-427.9302405
3,0.001,0.8,6.5,-429.248,-427.456,2,-427.4562405
3,0.001,0.8,7,-428.87,-427.078,2,-427.0782405
3,0.001,0.8,7.5,-428.579,-426.787,2,-426.7872405
3,0.001,0.8,8,-428.367,-426.576,2,-426.5752405
3,0.001,0.8,8.5,-428.229,-426.437,2,-426.4372405
3,0.001,0.8,9,-428.158,-426.366,2,-426.3662405
3,0.001,0.8,9.5,-428.149,-426.358,2,-426.3572405
3,0.001,0.8,10,-428.2,-426.408,2,-426.4082405
3,0.001,0.8,10.5,-428.305,-426.514,2,-426.5132405
3,0.001,0.8,11,-428.463,-426.671,2,-426.6712405
3,0.001,0.85,1.5,-443.167,-441.375,2,-441.3752405
3,0.001,0.85,2,-440.027,-438.236,2,-438.2352405
3,0.001,0.85,2.5,-437.787,-435.996,2,-435.9952405
3,0.001,0.85,3,-436.027,-434.235,2,-434.2352405
3,0.001,0.85,3.5,-434.589,-432.798,2,-432.7972405
3,0.001,0.85,4,-433.396,-431.604,2,-431.6042405
3,0.001,0.85,4.5,-432.397,-430.605,2,-430.6052405
3,0.001,0.85,5,-431.56,-429.769,2,-429.7682405
3,0.001,0.85,5.5,-430.862,-429.07,2,-429.0702405
3,0.001,0.85,6,-430.284,-428.493,2,-428.4922405
3,0.001,0.85,6.5,-429.814,-428.022,2,-428.0222405
3,0.001,0.85,7,-429.439,-427.647,2,-427.6472405
3,0.001,0.85,7.5,-429.151,-427.36,2,-427.3592405
3,0.001,0.85,8,-428.943,-427.151,2,-427.1512405
3,0.001,0.85,8.5,-428.808,-427.016,2,-427.0162405
3,0.001,0.85,9,-428.74,-426.948,2,-426.9482405
3,0.001,0.85,9.5,-428.735,-426.943,2,-426.9432405
3,0.001,0.85,10,-428.789,-426.997,2,-426.9972405
3,0.001,0.85,10.5,-428.897,-427.106,2,-427.1052405
3,0.001,0.85,11,-429.058,-427.266,2,-427.2662405
3,0.001,0.9,1.5,-443.7,-441.908,2,-441.9082405
3,0.001,0.9,2,-440.564,-438.772,2,-438.7722405
3,0.001,0.9,2.5,-438.327,-436.535,2,-436.5352405
3,0.001,0.9,3,-436.569,-434.777,2,-434.7772405
3,0.001,0.9,3.5,-435.135,-433.344,2,-433.3432405
3,0.001,0.9,4,-433.945,-432.153,2,-432.1532405
3,0.001,0.9,4.5,-432.949,-431.158,2,-431.1572405
3,0.001,0.9,5,-432.116,-430.324,2,-430.3242405
3,0.001,0.9,5.5,-431.421,-429.629,2,-429.6292405
3,0.001,0.9,6,-430.846,-429.055,2,-429.0542405
3,0.001,0.9,6.5,-437.447,-435.655,3,-435.6552405
3,0.001,0.9,7,-430.007,-428.216,2,-428.2152405
3,0.001,0.9,7.5,-429.723,-427.931,2,-427.9312405
3,0.001,0.9,8,-429.518,-427.726,2,-427.7262405
3,0.001,0.9,8.5,-435.563,-433.772,3,-433.7712405
3,0.001,0.9,9,-429.321,-427.529,2,-427.5292405
3,0.001,0.9,9.5,-429.319,-427.528,2,-427.5272405
3,0.001,0.9,10,-429.376,-427.584,2,-427.5842405
3,0.001,0.9,10.5,-429.488,-427.696,2,-427.6962405
3,0.001,0.9,11,-429.652,-427.86,2,-427.8602405
3,0.001,0.95,1.5,-444.232,-442.44,2,-442.4402405
3,0.001,0.95,2,-441.099,-439.307,2,-439.3072405
3,0.001,0.95,2.5,-438.865,-437.073,2,-437.0732405
3,0.001,0.95,3,-437.111,-435.319,2,-435.3192405
3,0.001,0.95,3.5,-435.68,-433.888,2,-433.8882405
3,0.001,0.95,4,-434.493,-432.701,2,-432.7012405
3,0.001,0.95,4.5,-433.5,-431.709,2,-431.7082405
3,0.001,0.95,5,-432.67,-430.878,2,-430.8782405
3,0.001,0.95,5.5,-431.978,-430.186,2,-430.1862405
3,0.001,0.95,6,-431.407,-429.615,2,-429.6152405
3,0.001,0.95,6.5,-430.943,-429.151,2,-429.1512405
3,0.001,0.95,7,-430.574,-428.783,2,-428.7822405
3,0.001,0.95,7.5,-430.293,-428.501,2,-428.5012405
3,0.001,0.95,8,-430.091,-428.299,2,-428.2992405
3,0.001,0.95,8.5,-429.962,-428.17,2,-428.1702405
3,0.001,0.95,9,-429.901,-428.109,2,-428.1092405
3,0.001,0.95,9.5,-429.902,-428.11,2,-428.1102405
3,0.001,0.95,10,-429.962,-428.17,2,-428.1702405
3,0.001,0.95,10.5,-430.077,-428.285,2,-428.2852405
3,0.001,0.95,11,-430.244,-428.452,2,-428.4522405
3,0.001,1,1.5,-444.762,-442.97,2,-442.9702405
3,0.001,1,2,-441.632,-439.841,2,-439.8402405
3,0.001,1,2.5,-439.402,-437.61,2,-437.6102405
3,0.001,1,3,-437.65,-435.859,2,-435.8582405
3,0.001,1,3.5,-436.223,-434.431,2,-434.4312405
3,0.001,1,4,-435.039,-433.247,2,-433.2472405
3,0.001,1,4.5,-434.05,-432.258,2,-432.2582405
3,0.001,1,5,-433.222,-431.431,2,-431.4302405
3,0.001,1,5.5,-432.534,-430.742,2,-430.7422405
3,0.001,1,6,-431.965,-430.174,2,-430.1732405
3,0.001,1,6.5,-431.504,-429.713,2,-429.7122405
3,0.001,1,7,-431.139,-429.347,2,-429.3472405
3,0.001,1,7.5,-430.861,-429.069,2,-429.0692405
3,0.001,1,8,-430.662,-428.87,2,-428.8702405
3,0.001,1,8.5,-430.536,-428.745,2,-428.7442405
3,0.001,1,9,-430.478,-428.686,2,-428.6862405
3,0.001,1,9.5,-430.483,-428.691,2,-428.6912405
3,0.001,1,10,-430.546,-428.754,2,-428.7542405
3,0.001,1,10.5,-430.664,-428.872,2,-428.8722405
3,0.001,1,11,-430.834,-429.042,2,-429.0422405
4,0.001,0.05,1.5,-437.619,-434.441,2,-435.1340934
4,0.001,0.05,2,-434.423,-431.245,2,-431.9380934
4,0.001,0.05,2.5,-432.126,-428.948,2,-429.6410934
4,0.001,0.05,3,-430.308,-427.13,2,-427.8230934
4,0.001,0.05,3.5,-428.814,-425.636,2,-426.3290934
4,0.001,0.05,4,-427.564,-424.386,2,-425.0790934
4,0.001,0.05,4.5,-435.178,-432,3,-431.9999462
4,0.001,0.05,5,-425.615,-422.437,2,-423.1300934
4,0.001,0.05,5.5,-424.86,-421.682,2,-422.3750934
4,0.001,0.05,6,-424.226,-421.048,2,-421.7410934
4,0.001,0.05,6.5,-423.699,-420.521,2,-421.2140934
4,0.001,0.05,7,-423.268,-420.09,2,-420.7830934
4,0.001,0.05,7.5,-429.933,-426.755,3,-426.7549462
4,0.001,0.05,8,-422.658,-419.48,2,-420.1730934
4,0.001,0.05,8.5,-422.467,-419.289,2,-419.9820934
4,0.001,0.05,9,-428.846,-425.668,3,-425.6679462
4,0.001,0.05,9.5,-422.281,-419.103,2,-419.7960934
4,0.001,0.05,10,-422.278,-419.1,2,-419.7930934
4,0.001,0.05,10.5,-422.33,-419.152,2,-419.8450934
4,0.001,0.05,11,-422.434,-419.256,2,-419.9490934
4,0.001,0.1,1.5,-437.024,-433.846,2,-434.5390934
4,0.001,0.1,2,-433.832,-430.654,2,-431.3470934
4,0.001,0.1,2.5,-431.54,-428.361,2,-429.0550934
4,0.001,0.1,3,-439.488,-436.31,3,-436.3099462
4,0.001,0.1,3.5,-437.427,-434.249,3,-434.2489462
4,0.001,0.1,4,-435.698,-432.52,3,-432.5199462
4,0.001,0.1,4.5,-434.231,-431.053,3,-431.0529462
4,0.001,0.1,5,-425.048,-421.87,2,-422.5630934
4,0.001,0.1,5.5,-431.91,-428.732,3,-428.7319462
4,0.001,0.1,6,-423.667,-420.489,2,-421.1820934
4,0.001,0.1,6.5,-423.144,-419.965,2,-420.6590934
4,0.001,0.1,7,-422.716,-419.538,2,-420.2310934
4,0.001,0.1,7.5,-429.023,-425.845,3,-425.8449462
4,0.001,0.1,8,-422.115,-418.937,2,-419.6300934
4,0.001,0.1,8.5,-421.927,-418.749,2,-419.4420934
4,0.001,0.1,9,-427.949,-424.771,3,-424.7709462
4,0.001,0.1,9.5,-421.749,-418.571,2,-419.2640934
4,0.001,0.1,10,-421.75,-418.572,2,-419.2650934
4,0.001,0.1,10.5,-421.806,-418.628,2,-419.3210934
4,0.001,0.1,11,-421.914,-418.736,2,-419.4290934
4,0.001,0.15,1.5,-436.995,-433.817,2,-434.5100934
4,0.001,0.15,2,-433.806,-430.628,2,-431.3210934
4,0.001,0.15,2.5,-441.807,-438.629,3,-438.6289462
4,0.001,0.15,3,-439.325,-436.147,3,-436.1469462
4,0.001,0.15,3.5,-428.221,-425.043,2,-425.7360934
4,0.001,0.15,4,-426.979,-423.801,2,-424.4940934
4,0.001,0.15,4.5,-425.931,-422.753,2,-423.4460934
4,0.001,0.15,5,-425.045,-421.867,2,-422.5600934
4,0.001,0.15,5.5,-431.797,-428.619,3,-428.6189462
4,0.001,0.15,6,-423.671,-420.493,2,-421.1860934
4,0.001,0.15,6.5,-423.152,-419.974,2,-420.6670934
4,0.001,0.15,7,-429.47,-426.292,3,-426.2919462
4,0.001,0.15,7.5,-422.392,-419.214,2,-419.9070934
4,0.001,0.15,8,-422.135,-418.957,2,-419.6500934
4,0.001,0.15,8.5,-421.95,-418.772,2,-419.4650934
4,0.001,0.15,9,-427.865,-424.687,3,-424.6869462
4,0.001,0.15,9.5,-427.619,-424.441,3,-424.4409462
4,0.001,0.15,10,-427.444,-424.266,3,-424.2659462
4,0.001,0.15,10.5,-421.845,-418.667,2,-419.3600934
4,0.001,0.15,11,-421.957,-418.779,2,-419.4720934
4,0.001,0.2,1.5,-437.19,-434.012,2,-434.7050934
4,0.001,0.2,2,-434.005,-430.827,2,-431.5200934
4,0.001,0.2,2.5,-431.72,-428.542,2,-429.2350934
4,0.001,0.2,3,-429.914,-426.736,2,-427.4290934
4,0.001,0.2,3.5,-428.431,-425.253,2,-425.9460934
4,0.001,0.2,4,-427.193,-424.015,2,-424.7080934
4,0.001,0.2,4.5,-426.149,-422.971,2,-423.6640934
4,0.001,0.2,5,-433.05,-429.872,3,-429.8719462
4,0.001,0.2,5.5,-424.523,-421.345,2,-422.0380934
4,0.001,0.2,6,-423.901,-420.722,2,-421.4160934
4,0.001,0.2,6.5,-430.326,-427.148,3,-427.1479462
4,0.001,0.2,7,-429.68,-426.502,3,-426.5019462
4,0.001,0.2,7.5,-422.632,-419.454,2,-420.1470934
4,0.001,0.2,8,-428.685,-425.507,3,-425.5069462
